title,author_name,author-id,year,slug
AI Drafting of Scriptures: A Detailed Analysis of the Results in a Language in Papua New Guinea,Martha Wade - Part of AI Panel,#N/A,2025,2025-31588489
Results of Local Ownership: Using the Agile Mindset for Translation Quality & Scripture Engagement,Ruthie Wagner,ruthie-wagner,2025,2025-31588572
Different Models of Translation Projects for Different Language Group Capacities,Mark Wannemacher & Steve Doty,#N/A,2025,2025-31588469
Bible Translation Principles for Neurodiverse Audiences,Andy Warren-Rothlin,andy-warren-rothlin,2025,2025-31588487
The Clash of the Ideals of the BT Strategy and the On-The-Ground Realities of Language Diversity,Stephen Watters,stephen-watters,2025,2025-31588486
Translation Progress Tracking and the Ethics of Efficiency,Jeff Webster,jeff-webster,2025,2025-31588482
Persuasive Technology for Bible Translators: TheWell with BibleOL,Nicolai Winther-Nielsen and Ephrem Tariku,#N/A,2025,2025-31588517
DAY 1: Welcome - Music - Devotions,,#N/A,2025,2025-31942888
Welcome - Announcements - Music - Devotions,,#N/A,2025,2025-31946727
Engaging Bible Translation Issues in 2025: A Round Table Discussion,,#N/A,2025,2025-31588574
Welcome - Music - Devotions,,#N/A,2025,2025-31966569
Engaging Bible Translation Consultants in Research: Ethical and Theological Considerations,,#N/A,2025,2025-31588508
Discussion Group: AI and Emerging Technologies in Bible Translation,In-person only,#N/A,2025,2025-31966557
Discussion Group: Collaboration and Sharing of Translation Resources,In-person only,#N/A,2025,2025-31966559
Discussion Group: Diaspora Strategies,In-person only,#N/A,2025,2025-31966562
Discussion Group: Multicultural Teamwork,In-person only,#N/A,2025,2025-31966560
"Discussion Group: Poetry, Psalms, and the Arts in Translation",In-person only,#N/A,2025,2025-31966558
"Discussion Group: Translation, Scripture Engagement, and Transformation",In-person only,#N/A,2025,2025-31966561
Welcome - Announcements - Music - Devotions,,#N/A,2025,2025-31966570
Discussion Group: Capacity Development and Consultant Support,In-person only,#N/A,2025,2025-31966565
Discussion Group: Church-Based Bible Translation,In-person only,#N/A,2025,2025-31966567
Discussion Group: Future BT Conferences,In-person only,#N/A,2025,2025-31966566
Discussion Group: Neurodiversity and Bible Translation,In-person only,#N/A,2025,2025-31966564
Discussion Group: Oral Bible Translation,In-person only,#N/A,2025,2025-31966563
Discussion Group: Sustainability and Funding Models for Bible Translation,In-person only,#N/A,2025,2025-31966568
Banquet,,#N/A,2025,2025-31943067
Embodied Hermeneutics: Embodied Cognition as a Linguistic Foundation for Oral Bible Translation,B Christopher Adams,#N/A,2023,2023-90
The Effect of Early Input from Consultants and End Users on the Quality of Oral Bible Translations,Swapna Anna Alexander,swapna-anna-alexander,2023,2023-91
Quality Translator Training: Recent Experience in Mozambique,Justino Alfredo; Stuart Foster,#N/A,2023,2023-103
"The Bible Translator's Assistant: A Multilingual Natural Language Generator based on Linguistic Universals, Typologies, and Primitives",Tod Allman,#N/A,2023,2023-49
Biblical Language Grammars and the Barriers They Create,Michael Aubrey,#N/A,2023,2023-11
"Time for a Review of the Bokyi Bible? Some Sociolinguistic, Orthography, and Discourse Concerns.",Kierien Ayugha,#N/A,2023,2023-32
"Testing Quality: Rationale, Goals, and Methods of Community Testing",Nicholas Bailey,#N/A,2023,2023-33
Cognition and Translation,Hélène Ballarin,#N/A,2023,2023-92
Cognitive Linguistics and BibleTranslation: A Case of Metaphor Translation in the Yoruba Bible,Olalekan Bamidele,olalekan-bamidele,2023,2023-56
OBT - Scripture Engagement and Outcomes,Lasar Banargee; Swapna Anna Alexander,#N/A,2023,2023-77
Raising a Bible Translation Workforce for Nigeria: a Review of the TCNN Programme,Oluwapelumi Bankole,oluwapelumni-bankole,2023,2023-104
The Translation of Sacrificial Rituals from the Bible into the Native Languages of Central Africa,Anicet Bassilua,#N/A,2023,2023-57
Cluster Project Performance: Improving Quality Results in Cluster Project Planning and Management,Adrianne Baumunk,#N/A,2023,2023-34
Peer Review and Quality Assurance: A Case for Programmatic Accreditation,Scott Berthiaume,#N/A,2023,2023-105
"(Don't) know the conjugation categories of your language, translate with(out) accuracy.",Thomas Blecke,#N/A,2023,2023-58
ER++: Extending Enhanced Resources for Translator Understanding,Sean Boisen; Jonathan Robie; Mike Brinker,#N/A,2023,2023-131
“Squeezing You into its own Mould”: Lessons Learned from J.B. Phillips on Translation Quality,Freddy Boswell,#N/A,2023,2023-118
Bible Translation in Madagascar: Ownership and Partnership that Builds Capacity,Katrina Boutwell,#N/A,2023,2023-35
"Quality in the Goal: Purpose Shapes Practice, and Impacts Use",Jennifer Brassington,jennifer-brassington,2023,2023-78
Lessons from History:  if we focus on the task of BT we may miss the point of BT,Peter Brassington,peter-brassington,2023,2023-79
The Firehose and the Filter - Quality and Control in the Mass Production of Scripture Products,Peter Brassington,peter-brassington,2023,2023-80
Exploring the Impact of Vocabulary Choices on Translation Quality in Passages from Judges 13-16,Mary Brown,#N/A,2023,2023-98
Of Wine and Women: Examples of Misleading Concordance in the English Translation Tradition,Richard Brown,richard-brown,2023,2023-8
What Kind of Quality? Differentiating Three Categories of Computer-Assisted Translation,Beth Bryson,#N/A,2023,2023-50
The Right Tool for the Job: Relating Diverse Translation Technologies to Diverse Project Settings,Beth Bryson,#N/A,2023,2023-51
"Translation Based on Performance, from Greek Performance to Target Performance
",Randall Buth,#N/A,2023,2023-66
Improve Naturalness and Clarity through audio recording BEFORE village checks & consultant checks,Greg Carlson,#N/A,2023,2023-119
Translating Wordplay in the New Testament: 1 Corinthians as a Test Case,Roy Ciampa,#N/A,2023,2023-13
An Analysis of Performances Based on the Oral Translation of Psalms and Judges 4-5 into Altai.,Bronwen Cleaver,bronwen-cleaver,2023,2023-67
Style Guides as an Aid in Bible Translation Quality Control,Peggy Connett; Kent Spielmann,#N/A,2023,2023-36
Exploring the intent of the use of the different names of God in the Old Testament and what they add to the meaning of the text,Deborah Conwell,#N/A,2023,2023-14
Quality Bible Translations in Minority Languages. Can it be done? An update.,Nico Daams,#N/A,2023,2023-37
Old Testament Textual Choices: Quality through Consensus and (Worldwide?) Consistency,S. C. Daley,#N/A,2023,2023-132
Quality Assurance in an Age of Emerging Scripture Scholars,Doulo Dasia,#N/A,2023,2023-38
Migration Realities: Benefits of Embracing Diaspora in Bible Translation,Trevor Deck,#N/A,2023,2023-39
Who Owns Quality in Translation?,Greg Dekker,#N/A,2023,2023-40
Performance as an Integral Part of Translating Psalms,June Dickie,june-dickie,2023,2023-68
"Aiming for Emotional Accuracy when Translating Psalms: The Process and the Practice, from Recent Research",June Dickie,june-dickie,2023,2023-93
New Methods in Translation Consultant Development,Stephen Doty; Angeline Foo,#N/A,2023,2023-106
Quality in Media: Technical excellence or meaningful engagement?,Andreas Ernst,andreas-ernst,2023,2023-81
Holistic Training and Support for Bible Translation Teams: Insights from Cameroon,Eszter Ernst-Kurdi,eszter-ernst-kurdi,2023,2023-107
Doing Translation in Conflicted Multiethnic Multilingual and Multireligious Contexts,Nathan Esala,nathan-esala,2023,2023-99
Multimodality in Bible translation,Sebastian Floor; Bryan Harmelink,#N/A,2023,2023-48
Translating the Psalms from Oral to Print to Performance: A Report on the Work of PsalmsThatSing,Sebastian Floor; Peter Yuh,#N/A,2023,2023-69
Linguists: The Next Bottleneck?,Danny Foster; Doug Trick; Steve Nicolle,#N/A,2023,2023-108
Quality in OBT: The What and the How,Joshua Frost; Nikki Mustin,#N/A,2023,2023-95
Why Consider Local Genres in Translation?,Katie Hoogerheide Frost,#N/A,2023,2023-120
Exegeting Emotions in the Bible for Translation: Toward a Comprehensive Method,Joshua Frost,#N/A,2023,2023-31
Group Consultation: Engaging Primary Language Speakers at All Levels in Quality Assurance,Barry  Funnell,#N/A,2023,2023-109
Emendation for the Busy: Evaluating Changes to the Text in Ezekiel 24,Sam George,#N/A,2023,2023-15
Enhancing Community Engagement in Translation: The Development of the Multilingual Assessment Tool,Maik Gibson,maik-gibson,2023,2023-42
"Scripture, or Translations of Scripture? Septuagint, Doctrines of Scripture, and Bible Translation Today",Ruedi Giezendanner,#N/A,2023,2023-101
"Quality and Quantity: More Consultants, Better Trained",Teryl Gonzalez,#N/A,2023,2023-110
Listen! Here’s how to (accurately) Translate the Shema (Deut 6:4),Kevin Grasso,#N/A,2023,2023-16
Today's AI Natural Language Processing. A Game Changer for Bible Translation,Gilles Gravelle,#N/A,2023,2023-52
Felt Needs in Folk Islamic Societies - How this affects quality in Scripture engagement programmes and activities,David Gray,david-gray,2023,2023-82
The Linguistics of Biblical Dreams,Teija Greed,#N/A,2023,2023-59
Hebrew Poetic Structures and Potential Effects in Relation to Quality Poetry Translations,Emmylou Grosser,emmylou-grosser,2023,2023-17
Towards Quality in Translating Biblical Poetry: Target Language Orality Research,Daniel Gya,#N/A,2023,2023-60
Bible Translation for Social and Emotional Learning,Harry Harm,harry-harm,2023,2023-83
"Veneration, Heresy, and the Acceptability of Vernacular Language Bible Translations",Timothy Hatcher,timothy-hatcher,2023,2023-121
Lost in Translation: Navigating the Intersection of AI and the Sanctity of Drafting in BT,Larry Hayashi; Reinier De Blois; Paul Unger; Matt Merritt,#N/A,2023,2023-55
Marriage of Translation and Technology - Paratext Training Anchored in the Bible Translation Process,Judy Heath; Jeff Heath,#N/A,2023,2023-111
Re-modeling Quality: A comparison of implicit values revealed by translation metaphors,Christy Hemphill; Phil King,#N/A,2023,2023-71
How Does Literacy Contribute to the Quality of a Bible Translation?,Aaron Hemphill,#N/A,2023,2023-122
When a Plural is not a Plural: The Difficulty in Translating εθνη,Thomas Hemphill,thomas-hemphill,2023,2023-18
Rethinking what is Possible in Scripture Publishing for Smaller Language Communities,Doug Higby; Mark Penny,#N/A,2023,2023-53
Towards a Model for “Loyal Bible Translation”: Maintaining Quality Despite Competing Concerns,Tobias Houston,#N/A,2023,2023-43
Consultant Tracking in SIL Asia: How Smartsheets Tracks CiT Development and Consultant Activities,Amber Jasa,amber-jasa,2023,2023-112
Accelerated Bible Translation and the Critical Thinking Gap,Larry Jones,#N/A,2023,2023-44
Grammar for Translation Consultants – A new Training Program Addressing Quality,Andreas Joswig,andreas-joswig,2023,2023-61
Tharaka Communication Style as a Translation Problem: The Use of Metaphors in Tharaka Translation,Onesmus  Kamwara,#N/A,2023,2023-123
The Task of Putting Together a Team for Quality Oral Bible Translation - BiLTA Experience,Jackson Katete,#N/A,2023,2023-45
Rhetorical Structure Theory: A New Tool for Bible Translation?,Glenn Kerr,#N/A,2023,2023-124
Bible Translation Competencies,Phil King,#N/A,2023,2023-113
The Challenges and Joys of Producing a Great Translation in Minority Languages,Feruza Krason,#N/A,2023,2023-133
"Multidimensional Text Analysis in Matthew 4:1-11 Contributing to Better Exegesis and Translation
",Dick Kroneman,dick-kroneman,2023,2023-72
"Reading the Scriptures, or Performing Them? Authoritative Reading versus Dramatic Expression",Dick Kroneman,dick-kroneman,2023,2023-84
A Bible Translation Model Based on Neural Machine Translation for Low-Resource Languages,Sangrok Lee; David Hwang; Taeho Jang,#N/A,2023,2023-54
Translating Three Hebrew Constructions that Specify Yom 'Day',Stephen H. Levinsohn,#N/A,2023,2023-19
Relative Clauses That Can Create Problems,Glenn Machlan,glenn-machlan,2023,2023-62
From Agency-centered to Church-centered Quality Assurance: A Case Study,Benjamin Matawal; Benjamin Wright; Teryl Gonzalez,#N/A,2023,2023-46
From Mono to Multimodal Translation: Beyond OBT to MMT,James Maxey,james-maxey,2023,2023-96
Bible Transmediation and Quality of Scripture-based Media,Johannes Merz,johannes-merz,2023,2023-85
Translating the Bible with People for People: How Current Anthropological Insights contribute to Quality,Johannes Merz; Sharon Merz; Michael Jemphrey; David Troolin,#N/A,2023,2023-5
What Did God Do to the Man in Genesis 2:15?: A Collocational Word Study of the Hifil of נוח,Nathan Michael,#N/A,2023,2023-20
Euphony as a Central Component of Quality,James Morrison,#N/A,2023,2023-73
Emic Genre Studies & Quality in Bible Translation,James Morrison,#N/A,2023,2023-86
Learning from Tsemay Singing the Psalms,Zetseat Mulugeta,#N/A,2023,2023-97
Tension Between Acceptability and Accuracy in the Amharic Addisu Medebegna Tirgum Revision Project,Zetseat Mulugeta,#N/A,2023,2023-125
Addressing Reluctant Responses to the New Luba-Katanga Bible,Kanonge Dichk Mwamba,#N/A,2023,2023-126
Using Visual Arts to Improve the Translation: A Case Study with the Paypa Language,Heber Negrao,#N/A,2023,2023-70
Analysis of Hebrew and Balanta Narrative Connectors,Cutsau Nhuta,#N/A,2023,2023-21
Bible Translation and Development of National Languages: CABTAL’s Case Study,Ervais  Fotso Noumsi,#N/A,2023,2023-41
Instructional Information in Oral Bible Translation,Ervais  Fotso Noumsi,#N/A,2023,2023-94
"Trauma Healing, Creation Care, and Community Transformation Yielding Shalom",John Ommani; Tizita Zenebe; Simret Fekadu; Clene Nyiramahoro,#N/A,2023,2023-87
The Value of Studying Key Terms in the Target Language,Linus Otronyi,louis-otronyi,2023,2023-9
"Local Ownership, Community Consensus and Quality in Bible Translation: A Case Study from West Asia",Daniel Paul,#N/A,2023,2023-47
Section Headings as a Quality Issue? An exegetical study of the Toledot Formula in Genesis,George Payton,#N/A,2023,2023-22
Facilitating Scripture Engagement in Multilingual Contexts,Michelle Petersen,#N/A,2023,2023-88
Paul Ricoeur’s concept of ‘linguistic hospitality’ from the perspective of current dynamics in Bible translation,Paulian Timotei Petric,#N/A,2023,2023-100
Outcome Based Consultant Training: Lessons from CanIL’s M.A. in the Translation of Scripture,Joost Pikkert,joost-pikkert,2023,2023-114
Learning to Read the Masoretic Accents: A Guide to the Prosodic Phrase Structure of the Hebrew Bible,Sophia Pitcher,sophia-pitcher,2023,2023-23
Ambiguous Pronouns and Names: Tracking Participants in Biblical Passages using Referent Analysis,Rick Brannan,#N/A,2023,2023-12
Theology and Hermeneutics: From Translation Challenge to Unrealized Potential,Alice Reed,alice-reed,2023,2023-102
Improving Source-text Comprehension and Internalization with Argument Flow Analysis,Steven Runge,#N/A,2023,2023-24
How Two Famous Robots Can Help Us Figure Out Tricky Verses in the Psalms,Murray Salisbury,#N/A,2023,2023-25
African Access to a Quality Bible Translation,Leila Schroeder,#N/A,2023,2023-65
The effect of translation on the practise of translation (former The role of translation for quality in bible translation,Helga  Schröder,#N/A,2023,2023-127
Hebrew Conditionals and Their Illocutionary Force Dataset as an Exegetical and Translation Resource,Jeff Shrum,jeff-shrum,2023,2023-134
Cognitive Bias and the Quality of Translation,Sheryl Takagi Silzer,sheryl-takagi-silzer,2023,2023-3
Pah! Deaf-Developed Video Resources in a Sign Language for Training Deaf Translators,RuthAnna Spooner,#N/A,2023,2023-6
Remnants of a conversation: Regarding Consultant Development,Roman Stefaniw,roman-stefaniw,2023,2023-115
Tacit Linguistic Knowledge is Not Enough: Using Participatory Methods to Improve Quality in Bible Translation,Tim Stirtz; Mike Cahill,#N/A,2023,2023-74
Orality and Scripture Internalization:Broadening Involvement in Bible Translation,Stephen Stringer,stephen-stringer,2023,2023-135
"Sorry, the Chickens Are Too Loud! The Challenges of Checking for Quality When Working Remotely",Kathy Taber,#N/A,2023,2023-116
Having the SLTT in your Translation Toolbox,Stuart Thiessen; Caio Cascaes; Nathan Miles; Eric Pyle,#N/A,2023,2023-7
More than Just a Baby Boy! Could a Better Understanding of the Noun גבר (geber) in Job Enrich the Quality of the Translation?,Roelie Van der Spuy,#N/A,2023,2023-26
The Role of Style Selection in the Quality of a Translation,Vinod Varkey,#N/A,2023,2023-128
Going the Extra Mile: How Can Translation Consultants Improve Linguistic Quality,Christopher Vaz,#N/A,2023,2023-63
Bible Translation: Transformation in Kerala,Babu Karimkuttickal Verghese,#N/A,2023,2023-64
I Speak In Parables”: The Limits of Comprehension Testing as a Measure of Accuracy,Seth Vitrano-Wilson,seth-vitrano-wilson,2023,2023-129
Tyndale’s Unfinished Revolution: Reconsidering the Translation of Ἐκκλησία,Seth Vitrano-Wilson,seth-vitrano-wilson,2023,2023-10
Is Consultant Cluster Checking Effective?:  An Evaluation of Consultant Cluster Checking in East Africa,Martha Wade,martha-wade,2023,2023-117
A Balanced View of Interpreting the Psalms in Light of their Sitz im Leben,Milton Watt,#N/A,2023,2023-27
Quality in Translation: A Multi-threaded Fabric,Stephen Watters,stephen-watters,2023,2023-75
Psalms: Layer-by-Layer (Cambridge Digital Bible Research): Participant Analysis of Psalm 118,Oobie Weinberg,#N/A,2023,2023-28
Artificial Intelligence Tools as Quality Assessment Copilots,Daniel Whitenack; Gary Simons; Joshua Nemecek; Cassie Weishaupt; Mark Woodward,#N/A,2023,2023-76
Ethnography of Oji-Cree Translation Practices,Matthew Windsor; Yvonne Winter,#N/A,2023,2023-4
Ten Commands for Hebrew Bible-Driven Analysis: How do DePaCK Jonah 3:10-4:4,Nicolai Winther-Nielsen,nicolai-winther-nielsen,2023,2023-29
The Necessity of Metaphors in Life & the Danger of Erasing Them in Translation,Stephanie Wong,#N/A,2023,2023-130
Criteria for Interpreting Greek Imperfect Verbs When the Resources Don't Help,Ted J. Woodhouse,#N/A,2023,2023-30
Linking the Church and Bible Translation: How UBS's TIPs Tool Can Raise Interest and Give Back,Jost Zetzsche,#N/A,2023,2023-89